8.311724662780761719e-01,8.687297701835632324e-01
8.877015113830566406e-01,8.821112513542175293e-01
9.430248737335205078e-01,8.895683288574218750e-01
1.010205507278442383e+00,8.986237049102783203e-01
1.023386716842651367e+00,9.004004597663879395e-01
1.049501180648803711e+00,9.039204120635986328e-01
1.088063240051269531e+00,9.091182351112365723e-01
1.100757598876953125e+00,9.108293056488037109e-01
1.113374471664428711e+00,9.125298261642456055e-01
1.175637483596801758e+00,9.156167507171630859e-01
1.187969684600830078e+00,9.146491885185241699e-01
1.248046636581420898e+00,9.176508784294128418e-01
1.259956598281860352e+00,9.166944026947021484e-01
1.295104980468750000e+00,9.164129495620727539e-01
1.306746482849121094e+00,9.154708385467529297e-01
1.330202817916870117e+00,9.085327386856079102e-01
1.387010812759399414e+00,9.015192389488220215e-01
1.398148536682128906e+00,9.006385207176208496e-01
1.453125953674316406e+00,8.938441276550292969e-01
1.464296579360961914e+00,8.880851268768310547e-01
1.496689319610595703e+00,8.807370066642761230e-01
1.507839679718017578e+00,8.726342916488647461e-01
1.508237838745117188e+00,8.677638769149780273e-01
1.519939661026000977e+00,8.524098992347717285e-01
1.520140409469604492e+00,8.499763011932373047e-01
1.520741701126098633e+00,8.426716923713684082e-01
1.521945476531982422e+00,8.280450701713562012e-01
1.522347211837768555e+00,8.231643438339233398e-01
1.523152112960815430e+00,8.133952021598815918e-01
1.523554563522338867e+00,8.085067868232727051e-01
1.524359703063964844e+00,7.987220883369445801e-01
1.525166273117065430e+00,7.889271974563598633e-01
1.525570154190063477e+00,7.840257883071899414e-01
1.526175498962402344e+00,7.766689062118530273e-01
1.526579856872558594e+00,7.717611193656921387e-01
1.527388095855712891e+00,7.619374990463256836e-01
1.527590751647949219e+00,7.594799995422363281e-01
1.507259368896484375e+00,7.505540847778320312e-01
1.497202873229980469e+00,7.435691356658935547e-01
1.487083911895751953e+00,7.365406751632690430e-01
1.476901292800903320e+00,7.294681072235107422e-01
1.477099895477294922e+00,7.269681096076965332e-01
1.445966958999633789e+00,7.079821228981018066e-01
1.435719490051269531e+00,6.981934309005737305e-01
1.403602600097656250e+00,6.812537908554077148e-01
1.381919622421264648e+00,6.689238548278808594e-01
1.371069908142089844e+00,6.614058017730712891e-01
1.360150575637817383e+00,6.538389921188354492e-01
1.348970890045166016e+00,6.488308906555175781e-01
1.326589107513427734e+00,6.360947489738464355e-01
1.315382242202758789e+00,6.283473968505859375e-01
1.304101705551147461e+00,6.205488443374633789e-01
1.280951738357543945e+00,6.101258993148803711e-01
1.269265890121459961e+00,6.048646569252014160e-01
1.258046150207519531e+00,5.915188193321228027e-01
1.246206760406494141e+00,5.861617922782897949e-01
1.234113693237304688e+00,5.834735631942749023e-01
1.222122430801391602e+00,5.780568122863769531e-01
1.185852289199829102e+00,5.588527321815490723e-01
1.173717021942138672e+00,5.505316853523254395e-01
1.161498069763183594e+00,5.421533584594726562e-01
1.149025440216064453e+00,5.364910364151000977e-01
1.136470317840576172e+00,5.307912826538085938e-01
1.123831987380981445e+00,5.250537395477294922e-01
1.111274957656860352e+00,5.164741277694702148e-01
1.085897922515869141e+00,4.991345405578613281e-01
1.072914361953735352e+00,4.932109117507934570e-01
1.060002326965332031e+00,4.843993186950683594e-01
1.047158479690551758e+00,4.726651310920715332e-01
1.020560741424560547e+00,4.604705572128295898e-01
9.802787303924560547e-01,4.360322356224060059e-01
9.804303646087646484e-01,4.331153631210327148e-01
9.392769336700439453e-01,4.081158638000488281e-01
9.252648353576660156e-01,4.016388654708862305e-01
9.115843772888183594e-01,3.861861228942871094e-01
8.973693847656250000e-01,3.795831203460693359e-01
8.831949234008789062e-01,3.699319362640380859e-01
8.687767982482910156e-01,3.632237911224365234e-01
8.689141273498535156e-01,3.602091073989868164e-01
8.690524101257324219e-01,3.571937084197998047e-01
8.545279502868652344e-01,3.504140377044677734e-01
8.550734519958496094e-01,3.382953405380249023e-01
8.409771919250488281e-01,3.192374706268310547e-01
8.411121368408203125e-01,3.161895275115966797e-01
8.412470817565917969e-01,3.131403923034667969e-01
8.416519165039062500e-01,3.039877414703369141e-01
8.423280715942382812e-01,2.887139320373535156e-01
8.425993919372558594e-01,2.825976610183715820e-01
8.432765007019042969e-01,2.672890424728393555e-01
8.434128761291503906e-01,2.642242908477783203e-01
8.438200950622558594e-01,2.550245523452758789e-01
8.439559936523437500e-01,2.519561052322387695e-01
8.443632125854492188e-01,2.427442073822021484e-01
8.444995880126953125e-01,2.396718263626098633e-01
8.446354866027832031e-01,2.365983724594116211e-01
8.447723388671875000e-01,2.335238456726074219e-01
8.450441360473632812e-01,2.273718118667602539e-01
8.602962493896484375e-01,2.223910093307495117e-01
8.751783370971679688e-01,2.235583066940307617e-01
9.049429893493652344e-01,2.197918891906738281e-01
9.340476989746093750e-01,2.221140861511230469e-01
9.768567085266113281e-01,2.285329103469848633e-01
1.005043268203735352e+00,2.307629585266113281e-01
1.032875299453735352e+00,2.329651117324829102e-01
1.073808431625366211e+00,2.391402721405029297e-01
1.087336540222167969e+00,2.402013540267944336e-01
1.100780963897705078e+00,2.412559986114501953e-01
1.114142179489135742e+00,2.423040866851806641e-01
1.127421140670776367e+00,2.433460950851440430e-01
1.166599273681640625e+00,2.492921352386474609e-01
1.179379463195800781e+00,2.531493902206420898e-01
1.204876661300659180e+00,2.579600811004638672e-01
1.242445945739746094e+00,2.664678096771240234e-01
1.291407108306884766e+00,2.784916162490844727e-01
1.303601980209350586e+00,2.793825864791870117e-01
1.362739086151123047e+00,2.946277856826782227e-01
1.385818958282470703e+00,3.016772270202636719e-01
1.442517995834350586e+00,3.162777423858642578e-01
1.475824117660522461e+00,3.237806558609008789e-01
1.486728906631469727e+00,3.271270990371704102e-01
1.497569084167480469e+00,3.304538726806640625e-01
1.519061088562011719e+00,3.370493650436401367e-01
1.540303468704223633e+00,3.435683250427246094e-01
1.571708679199218750e+00,3.532061576843261719e-01
1.612749576568603516e+00,3.658010959625244141e-01
1.701541662216186523e+00,3.955799341201782227e-01
1.729785203933715820e+00,4.092427492141723633e-01
1.829668045043945312e+00,4.542667865753173828e-01
1.847207546234130859e+00,4.619503617286682129e-01
1.864326953887939453e+00,4.718832373619079590e-01
1.906775236129760742e+00,4.916465282440185547e-01
1.915035486221313477e+00,4.964523911476135254e-01
1.956379175186157227e+00,5.133200287818908691e-01
1.964377403259277344e+00,5.179927945137023926e-01
1.972333431243896484e+00,5.226407647132873535e-01
1.987645387649536133e+00,5.363284349441528320e-01
2.003026008605957031e+00,5.476467013359069824e-01
2.010535001754760742e+00,5.543660521507263184e-01
2.033294200897216797e+00,5.699205994606018066e-01
2.040641307830810547e+00,5.765079259872436523e-01
2.062445640563964844e+00,5.960574150085449219e-01
2.077265262603759766e+00,6.046084761619567871e-01
2.084378719329833984e+00,6.109989881515502930e-01
2.084139347076416016e+00,6.131462454795837402e-01
2.097773075103759766e+00,6.300796270370483398e-01
2.097294807434082031e+00,6.343450546264648438e-01
2.110777616500854492e+00,6.510640382766723633e-01
2.124832391738891602e+00,6.612825393676757812e-01
2.124592065811157227e+00,6.633887290954589844e-01
2.130964994430541992e+00,6.737010478973388672e-01
2.137302160263061523e+00,6.839549541473388672e-01
2.136821985244750977e+00,6.881372928619384766e-01
2.150828599929809570e+00,6.959744691848754883e-01
2.150348901748657227e+00,7.001326084136962891e-01
2.150108098983764648e+00,7.022108435630798340e-01
2.157058715820312500e+00,7.060834765434265137e-01
2.156818866729736328e+00,7.081556916236877441e-01
2.156098842620849609e+00,7.143698334693908691e-01
2.163013935089111328e+00,7.182009816169738770e-01
2.162293910980224609e+00,7.243942618370056152e-01
2.175540447235107422e+00,7.360714077949523926e-01
2.189132452011108398e+00,7.435477972030639648e-01
2.195638179779052734e+00,7.492940425872802734e-01
2.222054958343505859e+00,7.659502029418945312e-01
2.228638648986816406e+00,7.695612907409667969e-01
2.234708070755004883e+00,7.771599292755126953e-01
2.247717857360839844e+00,7.842751145362854004e-01
2.254175901412963867e+00,7.878071665763854980e-01
2.273366212844848633e+00,7.983025908470153809e-01
2.286251306533813477e+00,8.032554984092712402e-01
2.292527675628662109e+00,8.066930770874023438e-01
2.299016952514648438e+00,8.081626892089843750e-01
2.305234909057617188e+00,8.115731477737426758e-01
2.318069219589233398e+00,8.144707083702087402e-01
2.324443578720092773e+00,8.159098029136657715e-01
2.355406284332275391e+00,8.268327116966247559e-01
2.361613035202026367e+00,8.282253146171569824e-01
2.367793083190917969e+00,8.296118974685668945e-01
2.380071163177490234e+00,8.323668241500854492e-01
2.386169910430908203e+00,8.337353467941284180e-01
2.392242908477783203e+00,8.350979089736938477e-01
2.398288965225219727e+00,8.364545106887817383e-01
2.410303354263305664e+00,8.391502499580383301e-01
2.416271924972534180e+00,8.404893875122070312e-01
2.428130865097045898e+00,8.431503176689147949e-01
2.439889430999755859e+00,8.457886576652526855e-01
2.457340240478515625e+00,8.497041463851928711e-01
2.469095706939697266e+00,8.504551053047180176e-01
2.475059986114501953e+00,8.499140739440917969e-01
2.480754852294921875e+00,8.511998653411865234e-01
